﻿Geography,Year,Category,Industry Space Use,Value
Parkville,2032,Jobs by industry,Admin and support services,80
Parkville,2035,Jobs by industry,Admin and support services,81
Parkville,2043,Jobs by industry,Admin and support services,85
Parkville,2028,Jobs by industry,Agriculture and mining,0
Parkville,2031,Jobs by industry,Agriculture and mining,0
Parkville,2033,Jobs by industry,Agriculture and mining,0
Parkville,2036,Jobs by industry,Agriculture and mining,0
Parkville,2037,Jobs by industry,Agriculture and mining,0
Parkville,2038,Jobs by industry,Agriculture and mining,0
Parkville,2039,Jobs by industry,Agriculture and mining,0
Parkville,2040,Jobs by industry,Agriculture and mining,0
Parkville,2042,Jobs by industry,Agriculture and mining,0
Parkville,2023,Jobs by industry,Arts and recreation services,635
Parkville,2024,Jobs by industry,Arts and recreation services,666
Parkville,2028,Jobs by industry,Arts and recreation services,665
Parkville,2029,Jobs by industry,Arts and recreation services,662
Parkville,2035,Jobs by industry,Arts and recreation services,651
Parkville,2037,Jobs by industry,Arts and recreation services,651
Parkville,2038,Jobs by industry,Arts and recreation services,651
Parkville,2039,Jobs by industry,Arts and recreation services,651
Parkville,2026,Jobs by industry,Business services,1075
Parkville,2030,Jobs by industry,Business services,1091
Parkville,2033,Jobs by industry,Business services,1059
Parkville,2036,Jobs by industry,Business services,1015
Parkville,2039,Jobs by industry,Business services,980
Parkville,2025,Jobs by industry,Construction,0
Parkville,2028,Jobs by industry,Construction,0
Parkville,2029,Jobs by industry,Construction,0
Parkville,2030,Jobs by industry,Construction,0
Parkville,2036,Jobs by industry,Construction,0
Parkville,2041,Jobs by industry,Construction,0
Parkville,2033,Jobs by industry,Education and training,5828
Parkville,2035,Jobs by industry,Education and training,5932
Parkville,2037,Jobs by industry,Education and training,5901
Parkville,2039,Jobs by industry,Education and training,5798
Parkville,2023,Jobs by industry,"Electricity, gas, water and waste services",0
Parkville,2024,Jobs by industry,"Electricity, gas, water and waste services",0
Parkville,2028,Jobs by industry,"Electricity, gas, water and waste services",0
Parkville,2030,Jobs by industry,"Electricity, gas, water and waste services",0
Parkville,2034,Jobs by industry,"Electricity, gas, water and waste services",0
Parkville,2035,Jobs by industry,"Electricity, gas, water and waste services",0
Parkville,2037,Jobs by industry,"Electricity, gas, water and waste services",0
Parkville,2040,Jobs by industry,"Electricity, gas, water and waste services",0
Parkville,2043,Jobs by industry,"Electricity, gas, water and waste services",0
Parkville,2023,Jobs by industry,Finance and insurance,30
Parkville,2025,Jobs by industry,Finance and insurance,31
Parkville,2026,Jobs by industry,Finance and insurance,31
Parkville,2031,Jobs by industry,Finance and insurance,32
Parkville,2034,Jobs by industry,Finance and insurance,32
Parkville,2038,Jobs by industry,Finance and insurance,32
Parkville,2039,Jobs by industry,Finance and insurance,32
Parkville,2040,Jobs by industry,Finance and insurance,32
Parkville,2042,Jobs by industry,Finance and insurance,32
Parkville,2024,Jobs by industry,Food and beverage services,812
Parkville,2027,Jobs by industry,Food and beverage services,1002
Parkville,2036,Jobs by industry,Food and beverage services,1011
Parkville,2040,Jobs by industry,Food and beverage services,1019
Parkville,2028,Jobs by industry,Health care and social assistance,25393
Parkville,2034,Jobs by industry,Health care and social assistance,25590
Parkville,2036,Jobs by industry,Health care and social assistance,25697
Parkville,2037,Jobs by industry,Health care and social assistance,25752
Parkville,2039,Jobs by industry,Health care and social assistance,25938
Parkville,2038,Jobs by industry,Information media and telecommunications,0
Parkville,2040,Jobs by industry,Information media and telecommunications,0
Parkville,2025,Jobs by industry,Manufacturing,1297
Parkville,2029,Jobs by industry,Manufacturing,1263
Parkville,2031,Jobs by industry,Manufacturing,1252
Parkville,2036,Jobs by industry,Manufacturing,1228
Parkville,2037,Jobs by industry,Manufacturing,1224
Parkville,2038,Jobs by industry,Manufacturing,1221
Parkville,2039,Jobs by industry,Manufacturing,1218
Parkville,2040,Jobs by industry,Manufacturing,1214
Parkville,2023,Jobs by industry,Other services,219
Parkville,2025,Jobs by industry,Other services,219
Parkville,2029,Jobs by industry,Other services,239
Parkville,2031,Jobs by industry,Other services,250
Parkville,2032,Jobs by industry,Other services,250
Parkville,2036,Jobs by industry,Other services,258
Parkville,2039,Jobs by industry,Other services,266
Parkville,2041,Jobs by industry,Other services,269
Parkville,2042,Jobs by industry,Other services,270
Parkville,2026,Jobs by industry,Public administration and safety,136
Parkville,2027,Jobs by industry,Public administration and safety,137
Parkville,2029,Jobs by industry,Public administration and safety,137
Parkville,2030,Jobs by industry,Public administration and safety,138
Parkville,2031,Jobs by industry,Public administration and safety,138
Parkville,2033,Jobs by industry,Public administration and safety,138
Parkville,2040,Jobs by industry,Public administration and safety,140
Parkville,2041,Jobs by industry,Public administration and safety,140
Parkville,2042,Jobs by industry,Public administration and safety,140
Parkville,2043,Jobs by industry,Public administration and safety,140
Parkville,2024,Jobs by industry,Real estate services,37
Parkville,2026,Jobs by industry,Real estate services,38
Parkville,2032,Jobs by industry,Real estate services,38
Parkville,2038,Jobs by industry,Real estate services,37
Parkville,2039,Jobs by industry,Real estate services,37
Parkville,2042,Jobs by industry,Real estate services,37
Parkville,2027,Jobs by industry,Rental and hiring services,0
Parkville,2029,Jobs by industry,Rental and hiring services,0
Parkville,2030,Jobs by industry,Rental and hiring services,0
Parkville,2031,Jobs by industry,Rental and hiring services,0
Parkville,2033,Jobs by industry,Rental and hiring services,0
Parkville,2036,Jobs by industry,Rental and hiring services,0
Parkville,2039,Jobs by industry,Rental and hiring services,0
Parkville,2040,Jobs by industry,Rental and hiring services,0
Parkville,2027,Jobs by industry,Retail trade,50
Parkville,2030,Jobs by industry,Retail trade,52
Parkville,2031,Jobs by industry,Retail trade,53
Parkville,2035,Jobs by industry,Retail trade,55
Parkville,2037,Jobs by industry,Retail trade,56
Parkville,2043,Jobs by industry,Retail trade,58
Parkville,2024,Jobs by industry,"Transport, postal and storage",6
Parkville,2025,Jobs by industry,"Transport, postal and storage",6
Parkville,2026,Jobs by industry,"Transport, postal and storage",6
Parkville,2028,Jobs by industry,"Transport, postal and storage",6
Parkville,2029,Jobs by industry,"Transport, postal and storage",6
Parkville,2031,Jobs by industry,"Transport, postal and storage",6
Parkville,2035,Jobs by industry,"Transport, postal and storage",6
Parkville,2036,Jobs by industry,"Transport, postal and storage",6
Parkville,2040,Jobs by industry,"Transport, postal and storage",6
Parkville,2041,Jobs by industry,"Transport, postal and storage",6
Parkville,2043,Jobs by industry,"Transport, postal and storage",6
Parkville,2023,Jobs by industry,Wholesale trade,40
Parkville,2026,Jobs by industry,Wholesale trade,43
Parkville,2033,Jobs by industry,Wholesale trade,44
Parkville,2037,Jobs by industry,Wholesale trade,49
Parkville,2041,Jobs by industry,Wholesale trade,53
Parkville,2042,Jobs by industry,Wholesale trade,53
Port Melbourne,2023,Jobs by industry,Accommodation,13
Port Melbourne,2024,Jobs by industry,Accommodation,32
Port Melbourne,2025,Jobs by industry,Accommodation,51
Port Melbourne,2028,Jobs by industry,Accommodation,83
Port Melbourne,2029,Jobs by industry,Accommodation,92
Port Melbourne,2032,Jobs by industry,Accommodation,120
Port Melbourne,2036,Jobs by industry,Accommodation,152
Port Melbourne,2037,Jobs by industry,Accommodation,170
Port Melbourne,2039,Jobs by industry,Accommodation,208
Port Melbourne,2042,Jobs by industry,Accommodation,261
Port Melbourne,2043,Jobs by industry,Accommodation,273
Port Melbourne,2033,Jobs by industry,Admin and support services,705
Port Melbourne,2025,Jobs by industry,Agriculture and mining,8
Port Melbourne,2033,Jobs by industry,Agriculture and mining,10
Port Melbourne,2037,Jobs by industry,Agriculture and mining,5
Port Melbourne,2038,Jobs by industry,Agriculture and mining,4
Port Melbourne,2041,Jobs by industry,Agriculture and mining,2
Port Melbourne,2043,Jobs by industry,Agriculture and mining,2
Port Melbourne,2025,Jobs by industry,Arts and recreation services,141
Port Melbourne,2030,Jobs by industry,Arts and recreation services,186
Port Melbourne,2032,Jobs by industry,Arts and recreation services,210
Port Melbourne,2035,Jobs by industry,Arts and recreation services,253
Port Melbourne,2037,Jobs by industry,Arts and recreation services,220
Port Melbourne,2039,Jobs by industry,Arts and recreation services,204
Port Melbourne,2041,Jobs by industry,Arts and recreation services,220
Port Melbourne,2029,Jobs by industry,Business services,1356
Port Melbourne,2035,Jobs by industry,Business services,1569
Port Melbourne,2036,Jobs by industry,Business services,2605
Port Melbourne,2038,Jobs by industry,Business services,5252
Port Melbourne,2042,Jobs by industry,Business services,9358
Port Melbourne,2043,Jobs by industry,Business services,9565
Port Melbourne,2026,Jobs by industry,Construction,1241
Port Melbourne,2029,Jobs by industry,Construction,1325
Port Melbourne,2030,Jobs by industry,Construction,1355
Port Melbourne,2032,Jobs by industry,Construction,1402
Port Melbourne,2034,Jobs by industry,Construction,1456
Port Melbourne,2035,Jobs by industry,Construction,1492
Port Melbourne,2042,Jobs by industry,Construction,1877
Port Melbourne,2043,Jobs by industry,Construction,1911
Port Melbourne,2023,Jobs by industry,Education and training,103
Port Melbourne,2025,Jobs by industry,Education and training,152
Port Melbourne,2027,Jobs by industry,Education and training,199
Port Melbourne,2033,Jobs by industry,Education and training,330
Port Melbourne,2034,Jobs by industry,Education and training,350
Port Melbourne,2039,Jobs by industry,Education and training,1866
Port Melbourne,2041,Jobs by industry,Education and training,2515
Port Melbourne,2042,Jobs by industry,Education and training,2547
Port Melbourne,2023,Jobs by industry,"Electricity, gas, water and waste services",37
Port Melbourne,2028,Jobs by industry,"Electricity, gas, water and waste services",37
Port Melbourne,2030,Jobs by industry,"Electricity, gas, water and waste services",38
Port Melbourne,2031,Jobs by industry,"Electricity, gas, water and waste services",38
Port Melbourne,2035,Jobs by industry,"Electricity, gas, water and waste services",40
Port Melbourne,2040,Jobs by industry,"Electricity, gas, water and waste services",30
Port Melbourne,2043,Jobs by industry,"Electricity, gas, water and waste services",31
Port Melbourne,2041,Jobs by industry,Finance and insurance,3
Port Melbourne,2030,Jobs by industry,Food and beverage services,510
Port Melbourne,2031,Jobs by industry,Food and beverage services,542
Port Melbourne,2037,Jobs by industry,Food and beverage services,709
Port Melbourne,2038,Jobs by industry,Food and beverage services,741
Port Melbourne,2025,Jobs by industry,Health care and social assistance,170
Port Melbourne,2027,Jobs by industry,Health care and social assistance,334
Port Melbourne,2028,Jobs by industry,Health care and social assistance,425
Port Melbourne,2030,Jobs by industry,Health care and social assistance,608
Port Melbourne,2031,Jobs by industry,Health care and social assistance,676
Port Melbourne,2036,Jobs by industry,Health care and social assistance,1776
Port Melbourne,2039,Jobs by industry,Health care and social assistance,3359
Port Melbourne,2040,Jobs by industry,Health care and social assistance,4509
Port Melbourne,2023,Jobs by industry,Information media and telecommunications,643
Port Melbourne,2025,Jobs by industry,Information media and telecommunications,662
Port Melbourne,2029,Jobs by industry,Information media and telecommunications,728
Port Melbourne,2031,Jobs by industry,Information media and telecommunications,762
Port Melbourne,2035,Jobs by industry,Information media and telecommunications,813
Port Melbourne,2036,Jobs by industry,Information media and telecommunications,1423
Port Melbourne,2037,Jobs by industry,Information media and telecommunications,1235
Port Melbourne,2039,Jobs by industry,Information media and telecommunications,814
Port Melbourne,2023,Jobs by industry,Manufacturing,3684
Port Melbourne,2024,Jobs by industry,Manufacturing,3611
Port Melbourne,2026,Jobs by industry,Manufacturing,3484
Port Melbourne,2027,Jobs by industry,Manufacturing,3484
Port Melbourne,2032,Jobs by industry,Manufacturing,3479
Port Melbourne,2033,Jobs by industry,Manufacturing,3479
Port Melbourne,2037,Jobs by industry,Manufacturing,2849
Port Melbourne,2038,Jobs by industry,Manufacturing,2569
Port Melbourne,2042,Jobs by industry,Manufacturing,2116
Port Melbourne,2043,Jobs by industry,Manufacturing,2112
Port Melbourne,2025,Jobs by industry,Other services,214
Port Melbourne,2026,Jobs by industry,Other services,216
Port Melbourne,2029,Jobs by industry,Other services,240
Port Melbourne,2030,Jobs by industry,Other services,247
Port Melbourne,2031,Jobs by industry,Other services,253
Port Melbourne,2041,Jobs by industry,Other services,175
Port Melbourne,2025,Jobs by industry,Public administration and safety,1242
Port Melbourne,2030,Jobs by industry,Public administration and safety,1286
Port Melbourne,2032,Jobs by industry,Public administration and safety,1303
Port Melbourne,2033,Jobs by industry,Public administration and safety,1312
Port Melbourne,2036,Jobs by industry,Public administration and safety,1339
Port Melbourne,2037,Jobs by industry,Public administration and safety,1326
Port Melbourne,2038,Jobs by industry,Public administration and safety,1292
Port Melbourne,2039,Jobs by industry,Public administration and safety,1228
Port Melbourne,2043,Jobs by industry,Public administration and safety,1135
Port Melbourne,2023,Jobs by industry,Real estate services,53
Port Melbourne,2024,Jobs by industry,Real estate services,58
Port Melbourne,2026,Jobs by industry,Real estate services,61
Port Melbourne,2030,Jobs by industry,Real estate services,66
Port Melbourne,2034,Jobs by industry,Real estate services,71
Port Melbourne,2036,Jobs by industry,Real estate services,65
Port Melbourne,2041,Jobs by industry,Real estate services,42
Port Melbourne,2023,Jobs by industry,Rental and hiring services,143
Port Melbourne,2030,Jobs by industry,Rental and hiring services,296
Port Melbourne,2032,Jobs by industry,Rental and hiring services,244
Port Melbourne,2036,Jobs by industry,Rental and hiring services,186
Port Melbourne,2037,Jobs by industry,Rental and hiring services,164
Port Melbourne,2038,Jobs by industry,Rental and hiring services,141
Port Melbourne,2043,Jobs by industry,Rental and hiring services,96
Port Melbourne,2027,Jobs by industry,Retail trade,464
Port Melbourne,2030,Jobs by industry,Retail trade,527
Port Melbourne,2031,Jobs by industry,Retail trade,537
Port Melbourne,2038,Jobs by industry,Retail trade,694
Port Melbourne,2042,Jobs by industry,Retail trade,795
Port Melbourne,2043,Jobs by industry,Retail trade,828
Port Melbourne,2025,Jobs by industry,"Transport, postal and storage",2562
Port Melbourne,2029,Jobs by industry,"Transport, postal and storage",2624
Port Melbourne,2034,Jobs by industry,"Transport, postal and storage",2654
Port Melbourne,2035,Jobs by industry,"Transport, postal and storage",2658
Port Melbourne,2037,Jobs by industry,"Transport, postal and storage",2369
Port Melbourne,2038,Jobs by industry,"Transport, postal and storage",2237
Port Melbourne,2039,Jobs by industry,"Transport, postal and storage",2110
Port Melbourne,2026,Jobs by industry,Wholesale trade,1217
Port Melbourne,2027,Jobs by industry,Wholesale trade,1230
Port Melbourne,2029,Jobs by industry,Wholesale trade,1258
Port Melbourne,2031,Jobs by industry,Wholesale trade,1286
Port Melbourne,2033,Jobs by industry,Wholesale trade,1348
Port Melbourne,2035,Jobs by industry,Wholesale trade,1411
Port Melbourne,2040,Jobs by industry,Wholesale trade,590
Port Melbourne,2042,Jobs by industry,Wholesale trade,599
South Yarra,2023,Jobs by industry,Accommodation,85
South Yarra,2025,Jobs by industry,Accommodation,77
South Yarra,2026,Jobs by industry,Accommodation,77
South Yarra,2029,Jobs by industry,Accommodation,77
South Yarra,2033,Jobs by industry,Accommodation,77
South Yarra,2034,Jobs by industry,Accommodation,77
South Yarra,2038,Jobs by industry,Accommodation,77
South Yarra,2042,Jobs by industry,Accommodation,77
South Yarra,2023,Jobs by industry,Admin and support services,3
South Yarra,2025,Jobs by industry,Admin and support services,3
South Yarra,2027,Jobs by industry,Admin and support services,3
South Yarra,2029,Jobs by industry,Admin and support services,3
South Yarra,2031,Jobs by industry,Admin and support services,2
South Yarra,2032,Jobs by industry,Admin and support services,2
South Yarra,2033,Jobs by industry,Admin and support services,2
South Yarra,2036,Jobs by industry,Admin and support services,2
South Yarra,2037,Jobs by industry,Admin and support services,2
South Yarra,2042,Jobs by industry,Admin and support services,2
South Yarra,2024,Jobs by industry,Agriculture and mining,0
South Yarra,2027,Jobs by industry,Agriculture and mining,0
South Yarra,2028,Jobs by industry,Agriculture and mining,0
South Yarra,2030,Jobs by industry,Agriculture and mining,0
South Yarra,2032,Jobs by industry,Agriculture and mining,0
South Yarra,2033,Jobs by industry,Agriculture and mining,0
South Yarra,2038,Jobs by industry,Agriculture and mining,0
South Yarra,2039,Jobs by industry,Agriculture and mining,0
South Yarra,2023,Jobs by industry,Arts and recreation services,14
South Yarra,2024,Jobs by industry,Arts and recreation services,14
South Yarra,2026,Jobs by industry,Arts and recreation services,14
South Yarra,2027,Jobs by industry,Arts and recreation services,14
South Yarra,2028,Jobs by industry,Arts and recreation services,13
South Yarra,2029,Jobs by industry,Arts and recreation services,13
South Yarra,2033,Jobs by industry,Arts and recreation services,13
South Yarra,2035,Jobs by industry,Arts and recreation services,13
South Yarra,2040,Jobs by industry,Arts and recreation services,12
South Yarra,2032,Jobs by industry,Business services,49
South Yarra,2034,Jobs by industry,Business services,50
South Yarra,2035,Jobs by industry,Business services,50
South Yarra,2037,Jobs by industry,Business services,49
South Yarra,2023,Jobs by industry,Construction,1
South Yarra,2027,Jobs by industry,Construction,1
South Yarra,2032,Jobs by industry,Construction,1
South Yarra,2034,Jobs by industry,Construction,1
South Yarra,2036,Jobs by industry,Construction,1
South Yarra,2038,Jobs by industry,Construction,1
South Yarra,2040,Jobs by industry,Construction,1
South Yarra,2026,Jobs by industry,Education and training,852
South Yarra,2027,Jobs by industry,Education and training,856
South Yarra,2029,Jobs by industry,Education and training,864
South Yarra,2030,Jobs by industry,Education and training,868
South Yarra,2035,Jobs by industry,Education and training,881
South Yarra,2038,Jobs by industry,Education and training,868
South Yarra,2039,Jobs by industry,Education and training,858
South Yarra,2024,Jobs by industry,"Electricity, gas, water and waste services",1
South Yarra,2027,Jobs by industry,"Electricity, gas, water and waste services",1
South Yarra,2030,Jobs by industry,"Electricity, gas, water and waste services",1
South Yarra,2031,Jobs by industry,"Electricity, gas, water and waste services",1
South Yarra,2035,Jobs by industry,"Electricity, gas, water and waste services",1
South Yarra,2041,Jobs by industry,"Electricity, gas, water and waste services",1
South Yarra,2023,Jobs by industry,Finance and insurance,8
South Yarra,2024,Jobs by industry,Finance and insurance,7
South Yarra,2029,Jobs by industry,Finance and insurance,8
South Yarra,2033,Jobs by industry,Finance and insurance,8
South Yarra,2037,Jobs by industry,Finance and insurance,8
South Yarra,2040,Jobs by industry,Finance and insurance,8
South Yarra,2032,Jobs by industry,Food and beverage services,145
South Yarra,2033,Jobs by industry,Food and beverage services,145
South Yarra,2034,Jobs by industry,Food and beverage services,145
South Yarra,2035,Jobs by industry,Food and beverage services,145
South Yarra,2036,Jobs by industry,Food and beverage services,146
South Yarra,2037,Jobs by industry,Food and beverage services,146
South Yarra,2023,Jobs by industry,Health care and social assistance,48
South Yarra,2024,Jobs by industry,Health care and social assistance,57
South Yarra,2027,Jobs by industry,Health care and social assistance,53
South Yarra,2028,Jobs by industry,Health care and social assistance,53
South Yarra,2030,Jobs by industry,Health care and social assistance,53
South Yarra,2032,Jobs by industry,Health care and social assistance,54
South Yarra,2033,Jobs by industry,Health care and social assistance,54
South Yarra,2041,Jobs by industry,Health care and social assistance,55
South Yarra,2025,Jobs by industry,Information media and telecommunications,1
South Yarra,2031,Jobs by industry,Information media and telecommunications,1
South Yarra,2034,Jobs by industry,Information media and telecommunications,1
South Yarra,2037,Jobs by industry,Information media and telecommunications,1
South Yarra,2040,Jobs by industry,Information media and telecommunications,1
South Yarra,2042,Jobs by industry,Information media and telecommunications,1
South Yarra,2043,Jobs by industry,Information media and telecommunications,1
South Yarra,2023,Jobs by industry,Manufacturing,12
South Yarra,2028,Jobs by industry,Manufacturing,10
South Yarra,2030,Jobs by industry,Manufacturing,10
South Yarra,2032,Jobs by industry,Manufacturing,9
South Yarra,2035,Jobs by industry,Manufacturing,9
South Yarra,2037,Jobs by industry,Manufacturing,9
South Yarra,2040,Jobs by industry,Manufacturing,9
South Yarra,2028,Jobs by industry,Other services,28
South Yarra,2035,Jobs by industry,Other services,26
South Yarra,2036,Jobs by industry,Other services,26
South Yarra,2037,Jobs by industry,Other services,25
South Yarra,2038,Jobs by industry,Other services,25
South Yarra,2024,Jobs by industry,Public administration and safety,35
South Yarra,2028,Jobs by industry,Public administration and safety,30
South Yarra,2029,Jobs by industry,Public administration and safety,29
South Yarra,2030,Jobs by industry,Public administration and safety,28
South Yarra,2033,Jobs by industry,Public administration and safety,26
South Yarra,2041,Jobs by industry,Public administration and safety,113
South Yarra,2028,Jobs by industry,Real estate services,0
South Yarra,2032,Jobs by industry,Real estate services,0
South Yarra,2038,Jobs by industry,Real estate services,0
South Yarra,2039,Jobs by industry,Real estate services,0
South Yarra,2040,Jobs by industry,Real estate services,0
South Yarra,2043,Jobs by industry,Real estate services,0
South Yarra,2026,Jobs by industry,Rental and hiring services,0
South Yarra,2027,Jobs by industry,Rental and hiring services,0
South Yarra,2031,Jobs by industry,Rental and hiring services,0
South Yarra,2032,Jobs by industry,Rental and hiring services,0
South Yarra,2037,Jobs by industry,Rental and hiring services,0
South Yarra,2039,Jobs by industry,Rental and hiring services,0
South Yarra,2040,Jobs by industry,Rental and hiring services,0
South Yarra,2027,Jobs by industry,Retail trade,12
South Yarra,2028,Jobs by industry,Retail trade,12
South Yarra,2032,Jobs by industry,Retail trade,12
South Yarra,2040,Jobs by industry,Retail trade,13
South Yarra,2041,Jobs by industry,Retail trade,13
South Yarra,2023,Jobs by industry,"Transport, postal and storage",1
South Yarra,2029,Jobs by industry,"Transport, postal and storage",1
South Yarra,2031,Jobs by industry,"Transport, postal and storage",1
South Yarra,2032,Jobs by industry,"Transport, postal and storage",1
South Yarra,2033,Jobs by industry,"Transport, postal and storage",1
South Yarra,2035,Jobs by industry,"Transport, postal and storage",1
South Yarra,2038,Jobs by industry,"Transport, postal and storage",1
South Yarra,2023,Jobs by industry,Wholesale trade,2
South Yarra,2031,Jobs by industry,Wholesale trade,2
South Yarra,2034,Jobs by industry,Wholesale trade,2
South Yarra,2035,Jobs by industry,Wholesale trade,2
South Yarra,2037,Jobs by industry,Wholesale trade,2
South Yarra,2042,Jobs by industry,Wholesale trade,2
Southbank,2023,Jobs by industry,Accommodation,2106
Southbank,2027,Jobs by industry,Accommodation,2423
Southbank,2035,Jobs by industry,Accommodation,2717
Southbank,2037,Jobs by industry,Accommodation,2758
Southbank,2038,Jobs by industry,Accommodation,2776
Southbank,2041,Jobs by industry,Accommodation,2838
Southbank,2028,Jobs by industry,Admin and support services,1348
Southbank,2030,Jobs by industry,Admin and support services,1438
Southbank,2034,Jobs by industry,Admin and support services,1526
Southbank,2036,Jobs by industry,Admin and support services,1557
Southbank,2038,Jobs by industry,Admin and support services,1588
Southbank,2040,Jobs by industry,Admin and support services,1618
Southbank,2041,Jobs by industry,Admin and support services,1632
Southbank,2023,Jobs by industry,Agriculture and mining,735
Southbank,2026,Jobs by industry,Agriculture and mining,675
Southbank,2034,Jobs by industry,Agriculture and mining,805
Southbank,2039,Jobs by industry,Agriculture and mining,854
Southbank,2040,Jobs by industry,Agriculture and mining,863
Southbank,2041,Jobs by industry,Agriculture and mining,872
Southbank,2043,Jobs by industry,Agriculture and mining,886
Southbank,2027,Jobs by industry,Arts and recreation services,12098
Southbank,2029,Jobs by industry,Arts and recreation services,12662
Southbank,2032,Jobs by industry,Arts and recreation services,13492
Southbank,2033,Jobs by industry,Arts and recreation services,13789
Southbank,2034,Jobs by industry,Arts and recreation services,14055
Southbank,2041,Jobs by industry,Arts and recreation services,15834
Southbank,2027,Jobs by industry,Business services,8752
Southbank,2031,Jobs by industry,Business services,9634
Southbank,2037,Jobs by industry,Business services,10604
Southbank,2038,Jobs by industry,Business services,10662
Southbank,2026,Jobs by industry,Construction,1010
Southbank,2038,Jobs by industry,Construction,1135
Southbank,2039,Jobs by industry,Construction,1139
Southbank,2042,Jobs by industry,Construction,1157
Southbank,2043,Jobs by industry,Construction,1164
Southbank,2025,Jobs by industry,Education and training,1481
Southbank,2026,Jobs by industry,Education and training,1584
Southbank,2027,Jobs by industry,Education and training,1653
Southbank,2029,Jobs by industry,Education and training,1788
Southbank,2031,Jobs by industry,Education and training,1941
Southbank,2032,Jobs by industry,Education and training,2006
Southbank,2034,Jobs by industry,Education and training,2119
Southbank,2039,Jobs by industry,Education and training,2310
Southbank,2040,Jobs by industry,Education and training,2316
Southbank,2024,Jobs by industry,"Electricity, gas, water and waste services",1216
Southbank,2027,Jobs by industry,"Electricity, gas, water and waste services",1233
Southbank,2028,Jobs by industry,"Electricity, gas, water and waste services",1250
Southbank,2029,Jobs by industry,"Electricity, gas, water and waste services",1261
Southbank,2030,Jobs by industry,"Electricity, gas, water and waste services",1274
Southbank,2031,Jobs by industry,"Electricity, gas, water and waste services",1286
Southbank,2032,Jobs by industry,"Electricity, gas, water and waste services",1295
Southbank,2033,Jobs by industry,"Electricity, gas, water and waste services",1304
Southbank,2034,Jobs by industry,"Electricity, gas, water and waste services",1313
Southbank,2036,Jobs by industry,"Electricity, gas, water and waste services",1321
Southbank,2037,Jobs by industry,"Electricity, gas, water and waste services",1332
Southbank,2041,Jobs by industry,"Electricity, gas, water and waste services",1376
Southbank,2043,Jobs by industry,"Electricity, gas, water and waste services",1383
Southbank,2026,Jobs by industry,Finance and insurance,1107
Southbank,2029,Jobs by industry,Finance and insurance,1155
Southbank,2030,Jobs by industry,Finance and insurance,1168
Southbank,2032,Jobs by industry,Finance and insurance,1189
Southbank,2034,Jobs by industry,Finance and insurance,1204
Southbank,2037,Jobs by industry,Finance and insurance,1224
Southbank,2040,Jobs by industry,Finance and insurance,1242
Southbank,2041,Jobs by industry,Finance and insurance,1248
Southbank,2042,Jobs by industry,Finance and insurance,1250
Southbank,2043,Jobs by industry,Finance and insurance,1252
Southbank,2026,Jobs by industry,Food and beverage services,6061
Southbank,2028,Jobs by industry,Food and beverage services,6464
Southbank,2029,Jobs by industry,Food and beverage services,6678
Southbank,2036,Jobs by industry,Food and beverage services,7530
Southbank,2041,Jobs by industry,Food and beverage services,7943
Southbank,2023,Jobs by industry,Health care and social assistance,492
Southbank,2027,Jobs by industry,Health care and social assistance,608
Southbank,2033,Jobs by industry,Health care and social assistance,805
Southbank,2035,Jobs by industry,Health care and social assistance,889
Southbank,2036,Jobs by industry,Health care and social assistance,918
Southbank,2039,Jobs by industry,Health care and social assistance,1035
Southbank,2040,Jobs by industry,Health care and social assistance,1066
Southbank,2042,Jobs by industry,Health care and social assistance,1158
Southbank,2026,Jobs by industry,Information media and telecommunications,2707
Southbank,2029,Jobs by industry,Information media and telecommunications,2913
Southbank,2032,Jobs by industry,Information media and telecommunications,3090
Southbank,2038,Jobs by industry,Information media and telecommunications,3296
Southbank,2024,Jobs by industry,Manufacturing,3987
Southbank,2025,Jobs by industry,Manufacturing,3999
Southbank,2026,Jobs by industry,Manufacturing,3951
Southbank,2027,Jobs by industry,Manufacturing,3936
Southbank,2030,Jobs by industry,Manufacturing,3905
Southbank,2035,Jobs by industry,Manufacturing,3834
Southbank,2037,Jobs by industry,Manufacturing,4167
Southbank,2042,Jobs by industry,Manufacturing,4512
Southbank,2024,Jobs by industry,Other services,605
Southbank,2025,Jobs by industry,Other services,607
Southbank,2027,Jobs by industry,Other services,629
Southbank,2029,Jobs by industry,Other services,669
Southbank,2034,Jobs by industry,Other services,722
Southbank,2035,Jobs by industry,Other services,732
Southbank,2038,Jobs by industry,Other services,762
Southbank,2040,Jobs by industry,Other services,781
Southbank,2041,Jobs by industry,Other services,790
Southbank,2043,Jobs by industry,Other services,802
Southbank,2024,Jobs by industry,Public administration and safety,3497
Southbank,2025,Jobs by industry,Public administration and safety,3506
Southbank,2028,Jobs by industry,Public administration and safety,3559
Southbank,2029,Jobs by industry,Public administration and safety,3574
Southbank,2031,Jobs by industry,Public administration and safety,3603
Southbank,2032,Jobs by industry,Public administration and safety,3619
Southbank,2036,Jobs by industry,Public administration and safety,3685
Southbank,2039,Jobs by industry,Public administration and safety,3727
Southbank,2023,Jobs by industry,Real estate services,478
Southbank,2024,Jobs by industry,Real estate services,523
Southbank,2025,Jobs by industry,Real estate services,539
Southbank,2031,Jobs by industry,Real estate services,595
Southbank,2034,Jobs by industry,Real estate services,617
Southbank,2039,Jobs by industry,Real estate services,651
