﻿Geography,Year,Category,Industry Space Use,Value
Southbank,2040,Jobs by industry,Real estate services,658
Southbank,2041,Jobs by industry,Real estate services,665
Southbank,2024,Jobs by industry,Rental and hiring services,3
Southbank,2029,Jobs by industry,Rental and hiring services,4
Southbank,2039,Jobs by industry,Rental and hiring services,4
Southbank,2040,Jobs by industry,Rental and hiring services,4
Southbank,2041,Jobs by industry,Rental and hiring services,5
Southbank,2042,Jobs by industry,Rental and hiring services,5
Southbank,2043,Jobs by industry,Rental and hiring services,5
Southbank,2026,Jobs by industry,Retail trade,2623
Southbank,2026,Jobs by industry,"Transport, postal and storage",933
Southbank,2030,Jobs by industry,"Transport, postal and storage",992
Southbank,2033,Jobs by industry,"Transport, postal and storage",1009
Southbank,2034,Jobs by industry,"Transport, postal and storage",1009
Southbank,2035,Jobs by industry,"Transport, postal and storage",1010
Southbank,2038,Jobs by industry,"Transport, postal and storage",1065
Southbank,2039,Jobs by industry,"Transport, postal and storage",1082
Southbank,2043,Jobs by industry,"Transport, postal and storage",1105
Southbank,2027,Jobs by industry,Wholesale trade,946
Southbank,2028,Jobs by industry,Wholesale trade,956
Southbank,2033,Jobs by industry,Wholesale trade,1000
Southbank,2038,Jobs by industry,Wholesale trade,1171
West Melbourne (Industrial),2023,Jobs by industry,Accommodation,0
West Melbourne (Industrial),2026,Jobs by industry,Accommodation,30
West Melbourne (Industrial),2027,Jobs by industry,Accommodation,32
West Melbourne (Industrial),2028,Jobs by industry,Accommodation,34
West Melbourne (Industrial),2029,Jobs by industry,Accommodation,35
West Melbourne (Industrial),2031,Jobs by industry,Accommodation,44
West Melbourne (Industrial),2033,Jobs by industry,Accommodation,55
West Melbourne (Industrial),2035,Jobs by industry,Accommodation,59
West Melbourne (Industrial),2036,Jobs by industry,Accommodation,61
West Melbourne (Industrial),2037,Jobs by industry,Accommodation,63
West Melbourne (Industrial),2040,Jobs by industry,Accommodation,70
West Melbourne (Industrial),2043,Jobs by industry,Accommodation,77
West Melbourne (Industrial),2023,Jobs by industry,Admin and support services,2
West Melbourne (Industrial),2027,Jobs by industry,Admin and support services,4
West Melbourne (Industrial),2031,Jobs by industry,Admin and support services,5
West Melbourne (Industrial),2042,Jobs by industry,Admin and support services,8
West Melbourne (Industrial),2043,Jobs by industry,Admin and support services,8
West Melbourne (Industrial),2025,Jobs by industry,Agriculture and mining,0
West Melbourne (Industrial),2028,Jobs by industry,Agriculture and mining,0
West Melbourne (Industrial),2031,Jobs by industry,Agriculture and mining,0
West Melbourne (Industrial),2033,Jobs by industry,Agriculture and mining,0
West Melbourne (Industrial),2036,Jobs by industry,Agriculture and mining,0
West Melbourne (Industrial),2037,Jobs by industry,Agriculture and mining,0
West Melbourne (Industrial),2040,Jobs by industry,Agriculture and mining,0
West Melbourne (Industrial),2042,Jobs by industry,Agriculture and mining,0
West Melbourne (Industrial),2026,Jobs by industry,Arts and recreation services,74
West Melbourne (Industrial),2029,Jobs by industry,Arts and recreation services,85
West Melbourne (Industrial),2030,Jobs by industry,Arts and recreation services,89
West Melbourne (Industrial),2032,Jobs by industry,Arts and recreation services,127
West Melbourne (Industrial),2039,Jobs by industry,Arts and recreation services,178
West Melbourne (Industrial),2040,Jobs by industry,Arts and recreation services,184
West Melbourne (Industrial),2041,Jobs by industry,Arts and recreation services,191
West Melbourne (Industrial),2023,Jobs by industry,Business services,77
West Melbourne (Industrial),2029,Jobs by industry,Business services,98
West Melbourne (Industrial),2032,Jobs by industry,Business services,124
West Melbourne (Industrial),2034,Jobs by industry,Business services,136
West Melbourne (Industrial),2035,Jobs by industry,Business services,138
West Melbourne (Industrial),2038,Jobs by industry,Business services,139
West Melbourne (Industrial),2024,Jobs by industry,Construction,51
West Melbourne (Industrial),2028,Jobs by industry,Construction,55
West Melbourne (Industrial),2029,Jobs by industry,Construction,56
West Melbourne (Industrial),2031,Jobs by industry,Construction,58
West Melbourne (Industrial),2033,Jobs by industry,Construction,58
West Melbourne (Industrial),2034,Jobs by industry,Construction,59
West Melbourne (Industrial),2036,Jobs by industry,Construction,58
West Melbourne (Industrial),2039,Jobs by industry,Construction,58
West Melbourne (Industrial),2023,Jobs by industry,Education and training,0
West Melbourne (Industrial),2032,Jobs by industry,Education and training,87
West Melbourne (Industrial),2034,Jobs by industry,Education and training,95
West Melbourne (Industrial),2038,Jobs by industry,Education and training,104
West Melbourne (Industrial),2041,Jobs by industry,Education and training,109
West Melbourne (Industrial),2029,Jobs by industry,"Electricity, gas, water and waste services",69
West Melbourne (Industrial),2030,Jobs by industry,"Electricity, gas, water and waste services",70
West Melbourne (Industrial),2031,Jobs by industry,"Electricity, gas, water and waste services",70
West Melbourne (Industrial),2032,Jobs by industry,"Electricity, gas, water and waste services",71
West Melbourne (Industrial),2037,Jobs by industry,"Electricity, gas, water and waste services",73
West Melbourne (Industrial),2038,Jobs by industry,"Electricity, gas, water and waste services",73
West Melbourne (Industrial),2039,Jobs by industry,"Electricity, gas, water and waste services",74
West Melbourne (Industrial),2040,Jobs by industry,"Electricity, gas, water and waste services",74
West Melbourne (Industrial),2042,Jobs by industry,"Electricity, gas, water and waste services",75
West Melbourne (Industrial),2031,Jobs by industry,Finance and insurance,2
West Melbourne (Industrial),2036,Jobs by industry,Finance and insurance,3
West Melbourne (Industrial),2037,Jobs by industry,Finance and insurance,4
West Melbourne (Industrial),2039,Jobs by industry,Finance and insurance,4
West Melbourne (Industrial),2043,Jobs by industry,Finance and insurance,4
West Melbourne (Industrial),2025,Jobs by industry,Food and beverage services,95
West Melbourne (Industrial),2028,Jobs by industry,Food and beverage services,111
West Melbourne (Industrial),2030,Jobs by industry,Food and beverage services,121
West Melbourne (Industrial),2036,Jobs by industry,Food and beverage services,213
West Melbourne (Industrial),2041,Jobs by industry,Food and beverage services,250
West Melbourne (Industrial),2042,Jobs by industry,Food and beverage services,258
West Melbourne (Industrial),2043,Jobs by industry,Food and beverage services,266
West Melbourne (Industrial),2029,Jobs by industry,Health care and social assistance,69
West Melbourne (Industrial),2031,Jobs by industry,Health care and social assistance,130
West Melbourne (Industrial),2034,Jobs by industry,Health care and social assistance,298
West Melbourne (Industrial),2039,Jobs by industry,Health care and social assistance,444
West Melbourne (Industrial),2040,Jobs by industry,Health care and social assistance,473
West Melbourne (Industrial),2043,Jobs by industry,Health care and social assistance,572
West Melbourne (Industrial),2024,Jobs by industry,Information media and telecommunications,1
West Melbourne (Industrial),2026,Jobs by industry,Information media and telecommunications,1
West Melbourne (Industrial),2027,Jobs by industry,Information media and telecommunications,1
West Melbourne (Industrial),2028,Jobs by industry,Information media and telecommunications,1
West Melbourne (Industrial),2033,Jobs by industry,Information media and telecommunications,5
West Melbourne (Industrial),2034,Jobs by industry,Information media and telecommunications,5
West Melbourne (Industrial),2037,Jobs by industry,Information media and telecommunications,5
West Melbourne (Industrial),2041,Jobs by industry,Information media and telecommunications,5
West Melbourne (Industrial),2027,Jobs by industry,Manufacturing,176
West Melbourne (Industrial),2030,Jobs by industry,Manufacturing,166
West Melbourne (Industrial),2031,Jobs by industry,Manufacturing,164
West Melbourne (Industrial),2033,Jobs by industry,Manufacturing,166
West Melbourne (Industrial),2034,Jobs by industry,Manufacturing,164
West Melbourne (Industrial),2036,Jobs by industry,Manufacturing,164
West Melbourne (Industrial),2026,Jobs by industry,Other services,56
West Melbourne (Industrial),2027,Jobs by industry,Other services,57
West Melbourne (Industrial),2028,Jobs by industry,Other services,58
West Melbourne (Industrial),2031,Jobs by industry,Other services,61
West Melbourne (Industrial),2032,Jobs by industry,Other services,62
West Melbourne (Industrial),2034,Jobs by industry,Other services,63
West Melbourne (Industrial),2038,Jobs by industry,Other services,65
West Melbourne (Industrial),2040,Jobs by industry,Other services,66
West Melbourne (Industrial),2024,Jobs by industry,Public administration and safety,27
West Melbourne (Industrial),2025,Jobs by industry,Public administration and safety,27
West Melbourne (Industrial),2026,Jobs by industry,Public administration and safety,27
West Melbourne (Industrial),2028,Jobs by industry,Public administration and safety,27
West Melbourne (Industrial),2031,Jobs by industry,Public administration and safety,30
West Melbourne (Industrial),2034,Jobs by industry,Public administration and safety,42
West Melbourne (Industrial),2037,Jobs by industry,Public administration and safety,43
West Melbourne (Industrial),2039,Jobs by industry,Public administration and safety,46
West Melbourne (Industrial),2040,Jobs by industry,Public administration and safety,51
West Melbourne (Industrial),2041,Jobs by industry,Public administration and safety,51
West Melbourne (Industrial),2043,Jobs by industry,Public administration and safety,52
West Melbourne (Industrial),2025,Jobs by industry,Real estate services,10
West Melbourne (Industrial),2026,Jobs by industry,Real estate services,10
West Melbourne (Industrial),2031,Jobs by industry,Real estate services,10
West Melbourne (Industrial),2033,Jobs by industry,Real estate services,10
West Melbourne (Industrial),2035,Jobs by industry,Real estate services,10
West Melbourne (Industrial),2039,Jobs by industry,Real estate services,10
West Melbourne (Industrial),2040,Jobs by industry,Real estate services,9
West Melbourne (Industrial),2041,Jobs by industry,Real estate services,9
West Melbourne (Industrial),2023,Jobs by industry,Rental and hiring services,8
West Melbourne (Industrial),2032,Jobs by industry,Rental and hiring services,14
West Melbourne (Industrial),2033,Jobs by industry,Rental and hiring services,14
West Melbourne (Industrial),2035,Jobs by industry,Rental and hiring services,14
West Melbourne (Industrial),2027,Jobs by industry,Retail trade,132
West Melbourne (Industrial),2028,Jobs by industry,Retail trade,137
West Melbourne (Industrial),2030,Jobs by industry,Retail trade,146
West Melbourne (Industrial),2035,Jobs by industry,Retail trade,181
West Melbourne (Industrial),2038,Jobs by industry,Retail trade,191
West Melbourne (Industrial),2040,Jobs by industry,Retail trade,197
West Melbourne (Industrial),2041,Jobs by industry,Retail trade,202
West Melbourne (Industrial),2043,Jobs by industry,Retail trade,221
West Melbourne (Industrial),2024,Jobs by industry,"Transport, postal and storage",2879
West Melbourne (Industrial),2025,Jobs by industry,"Transport, postal and storage",2899
West Melbourne (Industrial),2026,Jobs by industry,"Transport, postal and storage",2901
West Melbourne (Industrial),2027,Jobs by industry,"Transport, postal and storage",2889
West Melbourne (Industrial),2029,Jobs by industry,"Transport, postal and storage",2838
West Melbourne (Industrial),2033,Jobs by industry,"Transport, postal and storage",2766
West Melbourne (Industrial),2038,Jobs by industry,"Transport, postal and storage",2741
West Melbourne (Industrial),2040,Jobs by industry,"Transport, postal and storage",2747
West Melbourne (Industrial),2042,Jobs by industry,"Transport, postal and storage",2784
West Melbourne (Industrial),2023,Jobs by industry,Wholesale trade,405
West Melbourne (Industrial),2024,Jobs by industry,Wholesale trade,428
West Melbourne (Industrial),2028,Jobs by industry,Wholesale trade,462
West Melbourne (Industrial),2029,Jobs by industry,Wholesale trade,467
West Melbourne (Industrial),2033,Jobs by industry,Wholesale trade,506
West Melbourne (Industrial),2036,Jobs by industry,Wholesale trade,562
West Melbourne (Industrial),2039,Jobs by industry,Wholesale trade,644
West Melbourne (Industrial),2040,Jobs by industry,Wholesale trade,675
West Melbourne (Industrial),2043,Jobs by industry,Wholesale trade,668
West Melbourne (Residential),2024,Jobs by industry,Accommodation,74
